Genero	CRC25_kraken	CRC24_kraken	CRC09_kraken	CRC21_kraken	CRC22_kraken	CRC20_kraken	CRC04_kraken	CRC03_kraken	CRC02_kraken	CRC01_kraken	CRC18_kraken	CRC16_kraken	CRC32_kraken	CRC33_kraken	CRC06_kraken	CRC10_kraken	CRC05_kraken	CRC27_kraken	CRC13_kraken	CRC15_kraken	CRC11_kraken	CRC12_kraken	CRC07_kraken	CRC08_kraken	CRC28_kraken	CRC17_kraken	CRC30_kraken	CRC31_kraken	CRC19_kraken	CRC34_kraken	CRC26_kraken	CRC29_kraken	CRC23_kraken
Sphingorhabdus	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Dissulfuribacter	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusMagnetananas	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	9.22E-07	0	0	0	5.98E-06	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfofrigus	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Pseudobacteriovorax	0	0	0	0	0	0	5.55E-06	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium]yuriigroup	0	0	0	0	0	0	5.55E-06	0	0	3.10E-05	0	0	0	0	0	5.74E-06	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Atopostipes	0	0	0	0	0	0	5.55E-06	0	0	1.55E-05	5.23E-06	3.54E-06	0	0	4.90E-06	0	0	3.53E-06	8.29E-06	2.27E-06	0	4.15E-06	0	0	4.03E-06	0	0	1.66E-06	0	0	0	1.25E-05	0
Paraliobacillus	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aneurinibacillus	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	4.15E-06	0	0	0	0	1.38E-06	0	0	0	3.55E-06	0	0
Roseibacillus	0	0	0	0	0	0	5.55E-06	7.89E-06	0	0	0	3.54E-06	0	0	0	0	0	7.05E-06	0	0	0	0	0	0	0	0	0	0	1.71E-05	0	0	0	3.89E-06
Thermobaculum	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	6.52E-06	0	0	0
Propionimicrobium	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	1.13E-05	0	0	0	0	0	0	5.51E-06	0	0	0	0	0	0
Sediminispirochaeta	0	0	0	0	0	0	5.55E-06	0	3.21E-06	0	5.23E-06	0	0	0	0	5.74E-06	5.98E-06	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	1.25E-05	0
Schlesneria	0	0	0	0	0	0	1.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
MSBL3	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurobacterium	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcicella	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marixanthomonas	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Confluentibacter	0	0	0	0	0	0	0	7.89E-06	3.21E-06	0	0	0	0	0	4.90E-06	0	5.98E-06	3.53E-06	0	0	0	0	6.04E-06	0	0	0	0	0	0	6.52E-06	0	0	0
Dinghuibacter	0	0	0	0	0	0	0	7.89E-06	0	0	5.23E-06	0	0	3.44E-06	0	1.72E-05	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Saprospira	0	0	0	0	0	0	0	7.89E-06	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Tahibacter	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Perlucidibaca	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giesbergeria	0	0	0	0	0	0	0	1.58E-05	8.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Undibacterium	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hylemonella	0	0	0	0	0	0	0	1.58E-05	2.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xenophilus	0	0	0	0	0	0	0	1.58E-05	2.57E-05	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	8.93E-06	0	0	1.71E-05	0	0	0	0
Roseateles	0	0	0	0	0	0	0	7.89E-06	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CM1G08	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snodgrassella	0	0	0	0	0	0	0	7.89E-06	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	2.01E-06	0	1.38E-06	0	0	0	0	0	3.89E-06
Rivicola	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurirhabdus	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oc32	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gibbsiella	0	0	0	0	0	0	0	7.89E-06	3.21E-06	1.55E-05	0	0	0	0	0	5.74E-06	0	0	1.66E-05	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Zooshikella	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Leucothrix	0	0	0	0	0	0	0	7.89E-06	3.21E-06	3.10E-05	1.05E-05	3.54E-06	0	3.44E-06	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	3.55E-06	0	0
Ignatzschineria	0	0	0	0	0	0	0	7.89E-06	0	0	0	7.09E-06	9.22E-07	3.44E-06	0	5.74E-06	5.98E-06	0	0	0	0	4.15E-06	6.04E-06	0	0	0	0	1.66E-06	0	0	0	0	7.79E-06
MarineMethylotrophicGroup3	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	4.46E-06	0	0	0	0	0	0	0
Thioalkalivibrio	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	3.90E-06	2.01E-06	0	0	3.33E-06	0	0	0	0	0
Pseudorhodobacter	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tateyamaria	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	0	0	0	0
Shinella	0	0	0	0	0	0	0	7.89E-06	3.21E-06	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Chelativorans	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beijerinckia	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
CandidatusRiegeria	0	0	0	0	0	0	0	7.89E-06	1.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusBealeia	0	0	0	0	0	0	0	7.89E-06	9.63E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
SEEP-SRB2	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Silvanigrella	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelotomaculum	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Symbiobacterium	0	0	0	0	0	0	0	7.89E-06	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	1.38E-06	0	0	0	0	0	0
Domibacillus	0	0	0	0	0	0	0	7.89E-06	3.21E-06	0	5.23E-06	0	0	3.44E-06	4.90E-06	0	0	0	8.29E-06	2.27E-06	0	0	6.04E-06	0	0	0	1.38E-06	0	0	0	0	0	0
Anaerosporomusa	0	0	0	0	0	0	0	2.37E-05	3.21E-06	1.55E-05	2.09E-05	3.54E-06	2.77E-06	0	0	0	5.98E-06	0	2.49E-05	0	1.22E-05	4.15E-06	0	0	0	4.46E-06	0	0	0	0	0	0	3.89E-06
Anabaena4-Vresova10-JH	0	0	0	0	0	0	0	7.89E-06	0	3.10E-05	0	0	0	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CyanobacteriumCLg1	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PlanktothricoidesSR001	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LeptolyngbyaVRUC135	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Promicromonospora	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Friedmanniella	0	0	0	0	0	0	0	7.89E-06	0	3.10E-05	0	0	0	0	0	1.15E-05	0	0	0	0	0	0	6.04E-06	0	2.01E-06	0	0	0	0	0	3.55E-06	0	0
Jiangella	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteococcus	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoallomurus	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	2.49E-05	0	4.15E-06	0	7.79E-06	0	0	1.24E-05	0	0	4.56E-05	0	0	0
Olsenella	0	0	0	0	0	0	0	7.89E-06	0	1.55E-05	0	0	0	3.44E-06	0	5.74E-06	0	0	8.29E-06	0	0	0	6.04E-06	0	0	4.46E-06	0	0	0	0	3.55E-06	0	0
CPla-4termitegroup	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNostocoida	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteolibacter	0	0	0	0	0	0	0	7.89E-06	3.21E-06	1.55E-05	0	0	0	0	0	0	5.98E-06	0	0	0	1.22E-05	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
CandidatusSolibacter	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	1.38E-05	0	0	0	3.53E-06	1.66E-05	2.27E-06	0	0	6.04E-06	0	0	4.46E-06	0	0	0	0	7.10E-06	1.25E-05	0
Subgroup23	0	0	0	0	0	0	0	7.89E-06	0	1.55E-05	0	0	0	0	0	0	0	7.05E-06	0	0	0	0	0	3.90E-06	2.01E-06	8.93E-06	0	0	0	0	0	1.25E-05	0
Neochlamydia	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30E-05	3.55E-06	0	0
Meiothermus	0	0	0	0	0	0	0	7.89E-06	3.21E-06	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Z20	0	0	0	0	0	0	0	7.89E-06	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	0	3.55E-06	0	0
Pseudothermotoga	0	0	0	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
CAG-873	0	0	0	0	0	0	0	0	6.10E-05	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomarina	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weeksella	0	0	0	0	0	0	0	0	2.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soonwooa	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryomorpha	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Portibacter	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	4.14E-06	0	0	0	0	0	3.89E-06
Paenalcaligenes	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	3.44E-06	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Tibeticola	0	0	0	0	0	0	0	0	1.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylophilus	0	0	0	0	0	0	0	0	1.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RS62marinegroup	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicycliphilus	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Paucibacter	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.65E-06	0	0	0	0	0	0
Mitsuaria	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidicella	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusSymbiobacter	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conchiformibius	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	8.29E-06	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Simonsiella	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Z-35	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C39	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusAccumulibacter	0	0	0	0	0	0	0	0	3.21E-06	0	5.23E-06	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Ferritrophicum	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Formivibrio	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vulcaniibacterium	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	9.22E-07	0	0	0	0	0	8.29E-06	0	0	8.31E-06	0	0	0	0	0	0	0	0	0	0	0
CandidatusRiesia	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiopseudomonas	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frederiksenia	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	6.52E-06	0	0	0
Marinimicrobium	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicola	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	2.01E-06	4.46E-06	0	1.66E-06	0	0	0	0	0
Amphritea	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Thiohalophilus	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JTB255marinebenthicgroup	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Salinisphaera	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	5.98E-06	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Nitratireductor	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoplanes	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Pseudorhodoplanes	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Pedomicrobium	0	0	0	0	0	0	0	0	6.42E-06	0	0	3.54E-06	0	0	4.90E-06	0	0	0	0	0	0	0	0	7.79E-06	0	0	0	1.66E-06	0	0	0	1.25E-05	0
Methylarcula	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Rhodobacter	0	0	0	0	0	0	0	0	3.21E-06	1.55E-05	0	3.54E-06	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jannaschia	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusAlysiosphaera	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	9.22E-07	0	0	1.15E-05	0	3.53E-06	8.29E-06	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Dongia	0	0	0	0	0	0	0	0	9.63E-06	0	5.23E-06	0	0	0	4.90E-06	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodovarius	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	0	0	0
Desulfocapsa	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	7.05E-06	0	0	0	0	6.04E-06	0	2.01E-06	0	0	0	0	6.52E-06	0	0	0
[Desulfobacterium]catecholicumgroup	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Desulfatirhabdium	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteocatella	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermincola	0	0	0	0	0	0	0	0	3.21E-06	1.55E-05	5.23E-06	3.54E-06	9.22E-07	3.44E-06	0	5.74E-06	0	0	8.29E-06	0	0	1.66E-05	0	3.90E-06	0	0	0	0	0	0	3.55E-06	0	0
Paramaledivibacter	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Alkalibacter	0	0	0	0	0	0	0	0	3.21E-06	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caloribacterium	0	0	0	0	0	0	0	0	3.21E-06	1.55E-05	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetragenococcus	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfuribacillus	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	3.90E-06	0	0	1.38E-06	0	0	0	3.55E-06	0	0
Kyrpidia	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporolituus	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Dubosiella	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	2.77E-06	0	0	0	0	0	0	0	0	8.31E-06	0	0	0	0	1.38E-06	0	0	0	0	1.25E-05	0
ErysipelotrichaceaeUCG-006	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
AphanizomenonNIES81	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
DactylococcopsisPCC-8305	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	7.05E-06	0	4.54E-06	0	0	0	0	0	8.93E-06	2.76E-06	1.66E-06	0	1.96E-05	3.55E-06	0	0
RubidibacterKORDI51-2	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AnnamiaHOs24	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Timonella	0	0	0	0	0	0	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bogoriella	0	0	0	0	0	0	0	0	9.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flexivirga	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraoerskovia	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus	0	0	0	0	0	0	0	0	3.21E-06	1.55E-05	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora	0	0	0	0	0	0	0	0	3.21E-06	1.55E-05	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	1.38E-06	0	0	0	0	0	0
Saccharothrix	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgisporangium	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antricoccus	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFCH7168	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21E-05	0	0	0	0	0	0	0	0	3.74E-05	0
Haloferula	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricurvum	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	0	0	0	2.27E-06	0	8.31E-06	0	0	0	0	0	1.66E-06	0	0	0	0	0
Wolinella	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	6.52E-06	0	0	0
CandidatusAnammoxoglobus	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusCaldatribacterium	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
LS-NOB	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	3.44E-06	0	5.74E-06	0	0	0	0	0	4.15E-06	0	0	0	0	6.89E-06	0	0	0	0	0	0
Fervidobacterium	0	0	0	0	0	0	0	0	6.42E-06	1.55E-05	0	0	1.84E-06	6.89E-06	0	0	5.98E-06	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	7.10E-06	2.49E-05	0
Seleniivibrio	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
